,id,usa_prices
178,1179,9.13
179,1180,4.42
180,1181,2.31
181,1182,6.85
182,1183,4.93
183,1184,2.8
184,1185,6.85
185,1186,3.89
186,1187,3.2
187,1188,8.46
188,1189,7.99
189,1190,5.35
190,1191,4.07
191,1192,16.63
192,1193,2.0
193,1194,1.26
194,1195,7.89
195,1196,7.05
196,1197,5.08
197,1198,7.05
198,1199,9.07
199,1200,5.92
200,1201,2.82
201,1202,1.97
202,1203,1.97
203,1204,5.63
204,1205,0.46
205,1206,0.46
206,1207,0.46
207,1208,6.36
208,1209,0.38
209,1210,0.46
210,1211,0.46
211,1212,2.27
212,1213,0.38
213,1214,0.46
214,1215,2.8
215,1216,10.88
216,1217,5.64
217,1218,9.07
218,1219,4.93
219,1220,3.67
220,1221,3.1
221,1222,3.67
222,1223,7.33
223,1224,15.98
224,1225,3.67
225,1226,2.82
226,1227,7.4
227,1228,3.1
228,1229,3.67
229,1230,7.04
230,1231,2.25
231,1232,3.67
232,1233,8.73
233,1234,7.76
234,1235,3.67
235,1236,1.82
236,1237,6.85
237,1238,6.85
238,1239,1.38
239,1240,1.79
240,1241,1.79
241,1242,1.79
242,1243,1.79
243,1244,1.79
244,1245,3.16
245,1246,1.79
246,1247,1.79
247,1248,1.79
248,1249,2.25
249,1250,1.79
250,1251,1.79
251,1252,1.79
252,1253,3.69
253,1254,0.38
254,1255,0.38
255,1256,0.78
256,1257,1.4
257,1258,1.79
258,1259,2.25
259,1260,2.25
260,1261,1.79
261,1262,2.25
262,1263,3.67
263,1264,2.71
264,1265,2.71
265,1266,11.54
266,1267,0.91
267,1268,1.38
268,1269,4.42
269,1270,2.31
270,1271,0.46
271,1272,5.64
272,1273,1.38
273,1274,0.46
274,1275,1.38
275,1276,1.38
276,1277,2.0
277,1278,1.38
278,1279,0.91
279,1280,2.0
280,1281,2.31
281,1282,5.44
282,1283,0.46
283,1284,2.8
284,1285,7.76
285,1286,0.46
286,1287,0.43
287,1288,0.46
288,1289,3.19
289,1290,7.86
290,1291,4.42
291,1292,0.46
292,1293,2.31
293,1294,2.31
294,1295,0.46
295,1296,2.31
296,1297,9.87
297,1298,6.2
298,1299,2.73
299,1300,2.8
300,1301,0.46
301,1302,4.93
302,1303,4.22
303,1304,6.02
304,1305,9.87
305,1306,5.35
306,1307,5.35
307,1308,6.85
308,1309,8.22
309,1310,4.01
310,1311,3.1
311,1312,7.4
312,1313,4.93
313,1314,12.09
314,1315,5.35
315,1316,8.46
316,1317,2.82
317,1318,5.35
318,1319,3.89
319,1320,7.05
320,1321,6.85
321,1322,12.09
322,1323,7.4
323,1324,7.4
324,1325,7.4
325,1326,0.46
326,1327,4.93
327,1328,3.67
328,1329,3.89
329,1330,5.63
330,1331,7.76
331,1332,3.67
332,1333,5.92
333,1334,3.89
334,1335,5.64
335,1336,6.85
336,1337,1.97
337,1338,1.97
338,1339,6.03
339,1340,3.87
340,1341,3.67
341,1342,7.89
342,1343,7.4
343,1344,3.62
344,1345,5.63
345,1346,1.97
346,1347,7.4
347,1348,3.42
348,1349,2.41
349,1350,12.09
350,1351,5.64
351,1352,1.97
352,1353,7.4
353,1354,3.1
354,1355,7.4
355,1356,7.04
356,1357,3.67
357,1358,1.12
358,1359,4.78
359,1360,3.67
360,1361,3.67
361,1362,3.67
362,1363,2.71
363,1364,0.78
364,1365,6.03
365,1366,0.91
366,1367,0.91
367,1368,0.91
368,1369,0.91
369,1370,0.46
370,1371,2.8
371,1372,5.64
372,1373,8.46
373,1374,1.19
374,1375,2.0
375,1376,6.04
376,1377,1.19
377,1378,3.21
378,1379,4.62
379,1380,2.8
380,1381,4.62
381,1382,0.78
382,1383,3.22
383,1384,3.69
384,1385,3.69
385,1386,3.22
386,1387,2.0
387,1388,2.41
388,1389,0.78
389,1390,0.38
390,1391,1.84
391,1392,2.0
392,1393,0.78
393,1394,2.0
394,1395,1.19
395,1396,0.38
396,1397,2.41
397,1398,5.64
398,1399,5.93
399,1400,0.78
400,1401,3.21
401,1402,0.38
402,1403,0.38
403,1404,1.19
404,1405,8.46
405,1406,8.82
406,1407,6.89
407,1408,0.78
408,1409,5.22
409,1410,2.74
410,1411,0.38
411,1412,8.46
412,1413,3.16
413,1414,6.39
414,1415,7.22
415,1416,3.61
416,1417,4.62
417,1418,0.38
418,1419,1.19
419,1420,2.0
420,1421,0.78
421,1422,0.46
422,1423,4.62
423,1424,6.44
424,1425,11.65
425,1426,10.27
426,1427,4.62
427,1428,4.62
428,1429,4.62
429,1430,4.62
430,1431,6.85
431,1432,0.78
432,1433,1.19
433,1434,1.19
434,1435,1.59
435,1436,2.0
436,1437,2.0
437,1438,2.8
438,1439,5.63
439,1440,2.0
440,1441,1.59
441,1442,2.0
442,1443,1.19
443,1444,2.41
444,1445,5.63
445,1446,4.42
446,1447,4.02
447,1448,5.35
448,1449,7.89
449,1450,4.82
450,1451,3.21
451,1452,10.42
452,1453,2.31
453,1454,2.31
454,1455,5.35
455,1456,8.46
456,1457,15.11
457,1458,4.79
458,1459,0.38
459,1460,4.02
460,1461,6.02
461,1462,6.02
462,1463,6.02
463,1464,4.79
464,1465,3.89
465,1466,7.05
466,1467,5.92
467,1468,12.09
468,1469,4.84
469,1470,9.07
470,1471,5.05
471,1472,7.05
472,1473,6.92
473,1474,2.8
474,1475,0.46
475,1476,0.46
476,1477,0.46
477,1478,0.46
478,1479,0.91
479,1480,0.46
480,1481,2.8
481,1482,5.22
482,1483,4.62
483,1484,4.62
484,1485,4.62
485,1486,3.1
486,1487,5.02
487,1488,5.63
488,1489,9.07
489,1490,0.38
490,1491,0.38
491,1492,0.46
492,1493,0.38
493,1494,0.38
494,1495,0.38
495,1496,3.2
496,1497,0.78
497,1498,0.78
498,1499,0.78
499,1500,0.78
500,1501,0.78
501,1502,0.78
502,1503,0.78
503,1504,0.46
504,1505,1.38
505,1506,0.46
506,1507,0.46
507,1508,0.46
508,1509,2.71
509,1510,1.84
510,1511,0.46
511,1512,2.29
512,1513,2.71
513,1514,3.22
514,1515,0.91
515,1516,0.38
516,1517,0.91
517,1518,5.93
518,1519,5.22
519,1520,6.85
520,1521,6.85
521,1522,16.63
522,1523,3.02
523,1524,4.03
524,1525,7.89
525,1526,6.02
526,1527,6.85
527,1528,3.19
528,1529,3.67
529,1530,7.89
530,1531,3.2
531,1532,9.59
532,1533,7.05
533,1534,3.67
534,1535,3.1
535,1536,0.46
536,1537,0.46
537,1538,0.46
538,1539,3.21
539,1540,4.62
540,1541,5.02
541,1542,1.19
542,1543,1.19
543,1544,1.19
544,1545,4.56
545,1546,4.56
546,1547,8.82
547,1548,2.71
548,1549,2.0
549,1550,4.42
550,1551,3.21
551,1552,2.8
552,1553,3.21
553,1554,4.82
554,1555,9.59
555,1556,8.65
556,1557,14.1
557,1558,3.61
558,1559,1.35
559,1560,5.9
560,1561,1.35
561,1562,1.35
562,1563,1.35
563,1564,1.35
564,1565,1.35
565,1566,1.35
566,1567,4.62
567,1568,2.8
568,1569,0.46
569,1570,1.38
570,1571,4.02
571,1572,4.42
572,1573,3.21
573,1574,0.57
574,1575,6.85
575,1576,2.8
576,1577,2.0
577,1578,5.75
578,1579,8.17
579,1580,3.16
580,1581,3.16
581,1582,3.16
582,1583,1.35
583,1584,7.22
584,1585,2.8
585,1586,2.25
586,1587,2.25
587,1588,6.89
588,1589,7.53
589,1590,2.25
590,1591,2.25
591,1592,2.25
592,1593,2.25
593,1594,2.25
594,1595,3.62
595,1596,5.63
596,1597,5.63
597,1598,3.16
598,1599,3.16
599,1600,3.16
600,1601,3.16
601,1602,3.16
602,1603,3.22
603,1604,0.46
604,1605,0.46
605,1606,0.46
606,1607,2.31
607,1608,6.83
608,1609,6.83
609,1610,6.83
610,1611,10.5
611,1612,3.69
612,1613,0.46
613,1614,2.82
614,1615,3.21
615,1616,6.44
616,1617,2.8
617,1618,0.46
618,1619,3.16
619,1620,2.8
620,1621,3.89
621,1622,3.38
622,1623,1.2
623,1624,3.16
624,1625,0.91
625,1626,0.91
626,1627,0.46
627,1628,7.4
628,1629,10.86
629,1630,4.56
630,1631,1.2
631,1632,6.39
632,1633,6.83
633,1634,6.39
634,1635,4.02
635,1636,3.21
636,1637,1.2
637,1638,2.31
638,1639,2.31
639,1640,1.38
640,1641,4.93
641,1642,6.92
642,1643,2.8
643,1644,7.4
644,1645,8.67
645,1646,10.86
646,1647,2.31
647,1648,3.22
648,1649,3.22
649,1650,5.93
650,1651,5.93
651,1652,7.89
652,1653,7.99
653,1654,6.85
654,1655,6.83
655,1656,2.89
656,1657,3.89
657,1658,4.55
658,1659,0.99
659,1660,2.3
660,1661,14.1
661,1662,14.1
662,1663,14.1
663,1664,14.1
664,1665,3.21
665,1666,0.46
666,1667,0.46
667,1668,2.31
668,1669,2.31
669,1670,2.31
670,1671,2.77
671,1672,2.77
672,1673,2.77
673,1674,3.69
674,1675,0.46
675,1676,1.84
676,1677,1.38
677,1678,1.38
678,1679,1.38
679,1680,1.38
680,1681,1.38
681,1682,1.38
682,1683,6.92
683,1684,4.42
684,1685,2.8
685,1686,2.8
686,1687,2.8
687,1688,2.8
688,1689,4.02
689,1690,3.61
690,1691,5.63
691,1692,3.21
692,1693,4.07
693,1694,14.1
694,1695,6.39
695,1696,7.99
696,1697,7.99
697,1698,7.99
698,1699,7.99
699,1700,9.59
700,1701,7.99
701,1702,6.85
702,1703,6.85
703,1704,3.89
704,1705,8.46
705,1706,4.79
706,1707,4.79
707,1708,4.79
708,1709,4.79
709,1710,4.79
710,1711,3.89
711,1712,3.89
712,1713,5.92
713,1714,5.92
714,1715,7.05
715,1716,7.05
716,1717,7.05
717,1718,6.85
718,1719,7.76
719,1720,3.02
720,1721,10.88
721,1722,3.02
722,1723,4.93
723,1724,0.99
724,1725,1.68
725,1726,0.99
726,1727,1.26
727,1728,1.82
728,1729,2.27
729,1730,2.27
730,1731,2.27
731,1732,0.91
732,1733,0.91
733,1734,0.91
734,1735,0.91
735,1736,0.91
736,1737,1.38
737,1738,0.91
738,1739,0.91
739,1740,0.91
740,1741,0.91
741,1742,0.91
742,1743,4.68
743,1744,4.56
744,1745,4.56
745,1746,4.56
746,1747,3.69
747,1748,4.07
748,1749,4.52
749,1750,4.52
750,1751,2.0
751,1752,0.38
752,1753,4.56
753,1754,4.52
754,1755,4.52
755,1756,4.79
756,1757,1.38
757,1758,1.82
758,1759,4.52
759,1760,4.52
760,1761,0.38
761,1762,1.82
762,1763,4.52
763,1764,4.52
764,1765,4.52
765,1766,4.52
766,1767,5.31
767,1768,4.56
768,1769,0.91
769,1770,1.19
770,1771,11.22
771,1772,1.12
772,1773,8.17
773,1774,2.8
774,1775,3.69
775,1776,0.78
776,1777,6.85
777,1778,0.38
778,1779,0.91
779,1780,0.91
780,1781,0.91
781,1782,0.91
782,1783,0.91
783,1784,0.91
784,1785,0.91
785,1786,0.91
786,1787,1.38
787,1788,1.38
788,1789,0.91
789,1790,0.38
790,1791,0.78
791,1792,0.46
792,1793,2.8
793,1794,1.82
794,1795,3.19
795,1796,1.82
796,1797,1.82
797,1798,6.46
798,1799,9.1
799,1800,1.82
800,1801,2.27
801,1802,3.19
802,1803,3.69
803,1804,3.21
804,1805,3.67
805,1806,1.79
806,1807,1.79
807,1808,2.25
808,1809,3.21
809,1810,4.52
810,1811,0.91
811,1812,0.91
812,1813,2.25
813,1814,3.22
814,1815,7.76
815,1816,4.02
816,1817,8.46
817,1818,1.38
818,1819,0.91
819,1820,4.42
820,1821,3.61
821,1822,0.46
822,1823,0.46
823,1824,0.46
824,1825,2.8
825,1826,0.46
826,1827,0.46
827,1828,0.46
828,1829,0.46
829,1830,1.38
830,1831,0.46
831,1832,0.46
832,1833,0.46
833,1834,3.61
834,1835,4.42
835,1836,3.61
836,1837,4.42
837,1838,0.46
838,1839,8.46
839,1840,6.39
840,1841,6.39
841,1842,7.99
842,1843,4.93
843,1844,5.35
844,1845,6.39
845,1846,6.39
846,1847,4.93
847,1848,7.4
848,1849,5.35
849,1850,5.92
850,1851,7.4
851,1852,7.4
852,1853,16.63
853,1854,4.84
854,1855,12.09
855,1856,4.84
856,1857,4.79
857,1858,8.46
858,1859,4.84
859,1860,15.11
860,1861,8.04
861,1862,3.67
862,1863,9.87
863,1864,3.67
864,1865,3.67
865,1866,8.22
866,1867,7.76
867,1868,1.97
868,1869,12.09
869,1870,7.4
870,1871,9.07
871,1872,3.1
872,1873,3.1
873,1874,3.67
874,1875,10.68
875,1876,15.98
876,1877,14.1
877,1878,7.05
878,1879,14.1
879,1880,4.56
880,1881,14.08
881,1882,3.67
882,1883,9.07
883,1884,9.87
884,1885,3.67
885,1886,9.05
886,1887,12.09
887,1888,7.05
888,1889,2.82
889,1890,1.97
890,1891,1.97
891,1892,8.22
892,1893,3.89
893,1894,9.05
894,1895,12.09
895,1896,9.07
896,1897,5.64
897,1898,7.99
898,1899,3.67
899,1900,12.07
900,1901,6.16
901,1902,7.99
902,1903,2.41
903,1904,4.84
904,1905,3.62
905,1906,11.19
906,1907,8.04
907,1908,9.59
908,1909,2.42
909,1910,9.87
910,1911,3.62
911,1912,2.37
912,1913,4.93
913,1914,2.82
914,1915,7.4
915,1916,1.97
916,1917,7.05
917,1918,8.45
918,1919,3.67
919,1920,5.64
920,1921,10.27
921,1922,3.67
922,1923,9.59
923,1924,14.1
924,1925,14.1
925,1926,6.02
926,1927,9.61
927,1928,3.89
928,1929,3.67
929,1930,3.67
930,1931,12.79
931,1932,5.63
932,1933,7.05
933,1934,7.05
934,1935,5.63
935,1936,7.05
936,1937,2.82
937,1938,3.89
938,1939,2.82
939,1940,2.25
940,1941,4.93
941,1942,2.41
942,1943,3.67
943,1944,10.88
944,1945,5.22
945,1946,2.8
946,1947,3.21
947,1948,2.73
948,1949,5.63
949,1950,6.85
950,1951,6.85
951,1952,0.46
952,1953,2.31
953,1954,2.31
954,1955,2.31
955,1956,1.38
956,1957,0.46
957,1958,0.46
958,1959,8.31
959,1960,3.61
960,1961,2.8
961,1962,4.02
962,1963,7.4
963,1964,8.22
964,1965,10.27
965,1966,5.35
966,1967,6.85
967,1968,8.04
968,1969,4.01
969,1970,6.85
970,1971,7.4
971,1972,8.22
972,1973,6.92
973,1974,5.64
974,1975,5.92
975,1976,0.91
976,1977,12.13
977,1978,5.63
978,1979,8.22
979,1980,8.22
980,1981,3.67
981,1982,3.89
982,1983,8.46
983,1984,0.0
984,1985,6.03
985,1986,1.97
986,1987,6.04
987,1988,4.84
988,1989,4.93
989,1990,14.51
990,1991,8.04
991,1992,5.92
992,1993,9.07
993,1994,8.22
994,1995,0.91
995,1996,7.04
996,1997,6.85
997,1998,4.11
998,1999,3.62
999,2000,8.45
1000,2001,7.99
1001,2002,7.05
1002,2003,8.04
1003,2004,3.67
1004,2005,4.23
1005,2006,4.84
1006,2007,4.93
1007,2008,0.78
1008,2009,8.04
1009,2010,3.67
1010,2011,5.63
1011,2012,11.19
1012,2013,5.92
1013,2014,3.67
1014,2015,5.92
1015,2016,9.87
1016,2017,6.85
1017,2018,4.84
1018,2019,8.58
1019,2020,7.76
1020,2021,2.8
1021,2022,4.54
1022,2023,7.05
1023,2024,8.46
1024,2025,7.4
1025,2026,7.4
1026,2027,6.03
1027,2028,10.88
1028,2029,7.05
1029,2030,3.67
1030,2031,3.67
1031,2032,3.95
1032,2033,3.67
1033,2034,7.76
1034,2035,10.68
1035,2036,7.4
1036,2037,5.02
1037,2038,3.2
1038,2039,5.92
1039,2040,9.07
1040,2041,0.78
1041,2042,5.92
1042,2043,2.25
1043,2044,3.2
1044,2045,9.87
1045,2046,10.88
1046,2047,1.38
1047,2048,1.38
1048,2049,3.61
1049,2050,5.31
1050,2051,2.77
1051,2052,0.46
1052,2053,4.82
1053,2054,3.21
1054,2055,2.8
1055,2056,4.02
1056,2057,2.8
1057,2058,9.87
1058,2059,2.82
1059,2060,4.79
1060,2061,1.41
1061,2062,9.87
1062,2063,6.92
1063,2064,7.4
1064,2065,8.46
1065,2066,6.02
1066,2067,4.93
1067,2068,11.51
1068,2069,3.1
1069,2070,8.22
1070,2071,2.25
1071,2072,5.28
1072,2073,0.99
1073,2074,1.12
1074,2075,1.55
1075,2076,3.22
1076,2077,1.26
1077,2078,1.83
1078,2079,1.26
1079,2080,1.26
1080,2081,1.55
1081,2082,0.91
1082,2083,1.38
1083,2084,0.38
1084,2085,1.83
1085,2086,1.12
1086,2087,1.12
1087,2088,9.87
1088,2089,2.0
1089,2090,1.83
1090,2091,1.41
1091,2092,2.25
1092,2093,7.9
1093,2094,5.63
1094,2095,4.62
1095,2096,4.62
1096,2097,4.62
1097,2098,4.62
1098,2099,4.62
1099,2100,1.38
1100,2101,2.8
1101,2102,2.8
1102,2103,1.26
1103,2104,1.12
1104,2105,0.99
1105,2106,1.26
1106,2107,1.55
1107,2108,1.12
1108,2109,1.26
1109,2110,1.83
1110,2111,1.82
1111,2112,5.05
1112,2113,5.31
1113,2114,2.8
1114,2115,1.35
1115,2116,4.68
1116,2117,4.52
1117,2118,2.8
1118,2119,2.8
1119,2120,2.8
1120,2121,3.61
1121,2122,4.42
1122,2123,3.67
1123,2124,4.42
1124,2125,1.38
1125,2126,6.39
1126,2127,10.27
1127,2128,4.93
1128,2129,5.35
1129,2130,10.96
1130,2131,6.17
1131,2132,2.82
1132,2133,7.86
1133,2134,1.97
1134,2135,3.2
1135,2136,3.2
1136,2137,7.76
1137,2138,12.09
1138,2139,5.02
1139,2140,7.76
1140,2141,3.89
1141,2142,3.89
1142,2143,5.64
1143,2144,7.76
1144,2145,5.22
1145,2146,8.04
1146,2147,12.09
1147,2148,6.85
1148,2149,3.89
1149,2150,4.93
1150,2151,5.63
1151,2152,6.02
1152,2153,10.06
1153,2154,1.96
1154,2155,5.44
1155,2156,4.79
1156,2157,8.31
1157,2158,10.05
1158,2159,1.36
1159,2160,4.42
1160,2161,1.84
1161,2162,9.87
1162,2163,7.74
1163,2164,3.61
1164,2165,3.61
1165,2166,2.0
1166,2167,8.46
1167,2168,4.42
1168,2169,3.62
1169,2170,3.61
1170,2171,2.41
1171,2172,2.8
1172,2173,3.21
1173,2174,3.21
1174,2175,4.6
1175,2176,3.69
1176,2177,3.69
1177,2178,4.62
1178,2179,4.62
1179,2180,1.85
1180,2181,10.15
1181,2182,1.36
1182,2183,2.8
1183,2184,2.8
1184,2185,2.8
1185,2186,4.02
1186,2187,2.8
1187,2188,1.59
1188,2189,4.42
1189,2190,4.42
1190,2191,1.36
1191,2192,3.19
1192,2193,3.19
1193,2194,7.99
1194,2195,6.39
1195,2196,4.93
1196,2197,4.79
1197,2198,13.69
1198,2199,10.5
1199,2200,9.59
1200,2201,1.12
1201,2202,5.93
1202,2203,6.65
1203,2204,0.99
1204,2205,0.99
1205,2206,0.99
1206,2207,1.12
1207,2208,4.93
1208,2209,5.93
1209,2210,2.41
1210,2211,0.38
1211,2212,3.21
1212,2213,1.59
1213,2214,2.54
1214,2215,1.97
1215,2216,4.82
1216,2217,6.04
1217,2218,5.22
1218,2219,1.38
1219,2220,1.41
1220,2221,0.99
1221,2222,0.99
1222,2223,0.99
1223,2224,0.99
1224,2225,0.99
1225,2226,1.12
1226,2227,0.99
1227,2228,0.99
1228,2229,0.99
1229,2230,0.99
1230,2231,1.12
1231,2232,0.99
1232,2233,1.12
1233,2234,0.99
1234,2235,1.12
1235,2236,1.12
1236,2237,1.12
1237,2238,0.99
1238,2239,1.12
1239,2240,0.99
1240,2241,0.99
1241,2242,1.12
1242,2243,0.99
1243,2244,1.12
1244,2245,4.02
1245,2246,1.12
1246,2247,1.12
1247,2248,1.12
1248,2249,1.12
1249,2250,0.99
1250,2251,1.97
1251,2252,3.61
1252,2253,1.41
1253,2254,1.12
1254,2255,0.99
1255,2256,1.12
1256,2257,1.12
1257,2258,1.41
1258,2259,0.99
1259,2260,0.99
1260,2261,0.99
1261,2262,1.12
1262,2263,0.99
1263,2264,0.99
1264,2265,1.12
1265,2266,1.12
1266,2267,4.22
1267,2268,8.04
1268,2269,2.8
1269,2270,2.8
1270,2271,2.8
1271,2272,2.8
1272,2273,2.8
1273,2274,6.02
1274,2275,1.35
1275,2276,8.04
1276,2277,2.8
1277,2278,2.8
1278,2279,2.8
1279,2280,2.8
1280,2281,1.97
1281,2282,8.04
1282,2283,2.8
1283,2284,2.8
1284,2285,2.8
1285,2286,2.8
1286,2287,1.97
1287,2288,1.68
1288,2289,1.68
1289,2290,4.79
1290,2291,1.97
1291,2292,1.97
1292,2293,1.97
1293,2294,1.97
1294,2295,1.97
1295,2296,1.97
1296,2297,5.08
1297,2298,0.55
1298,2299,1.19
1299,2300,1.97
1300,2301,5.63
1301,2302,2.41
1302,2303,8.04
1303,2304,3.02
1304,2305,5.64
1305,2306,5.64
1306,2307,1.97
1307,2308,1.97
1308,2309,1.97
1309,2310,1.97
1310,2311,1.97
1311,2312,1.97
1312,2313,1.97
1313,2314,10.07
1314,2315,6.81
1315,2316,1.97
1316,2317,1.97
1317,2318,1.97
1318,2319,1.97
1319,2320,1.97
1320,2321,0.99
1321,2322,0.76
1322,2323,0.76
1323,2324,0.76
1324,2325,0.76
1325,2326,0.76
1326,2327,0.76
1327,2328,0.76
1328,2329,0.76
1329,2330,0.76
1330,2331,0.76
1331,2332,0.76
1332,2333,0.76
1333,2334,0.76
1334,2335,0.76
1335,2336,0.76
1336,2337,0.76
1337,2338,8.46
1338,2339,4.56
1339,2340,10.07
1340,2341,12.08
1341,2342,10.07
1342,2343,2.41
1343,2344,2.41
1344,2345,2.41
1345,2346,2.41
1346,2347,8.72
1347,2348,8.72
1348,2349,5.92
1349,2350,1.97
1350,2351,1.97
1351,2352,2.21
1352,2353,0.28
1353,2354,8.04
1354,2355,2.8
1355,2356,8.04
1356,2357,5.63
1357,2358,2.8
1358,2359,8.04
1359,2360,0.55
1360,2361,0.55
1361,2362,0.55
1362,2363,0.55
1363,2364,0.99
1364,2365,2.21
1365,2366,8.04
1366,2367,8.04
1367,2368,8.04
1368,2369,4.11
1369,2370,2.8
1370,2371,1.12
1371,2372,1.12
1372,2373,12.09
1373,2374,2.82
1374,2375,8.45
1375,2376,6.03
1376,2377,8.06
1377,2378,8.06
1378,2379,1.97
1379,2380,1.97
1380,2381,1.97
1381,2382,1.97
1382,2383,1.97
1383,2384,1.97
1384,2385,1.97
1385,2386,1.97
1386,2387,1.97
1387,2388,1.97
1388,2389,8.04
1389,2390,8.04
1390,2391,10.06
1391,2392,2.8
1392,2393,0.76
1393,2394,0.76
1394,2395,0.76
1395,2396,0.76
1396,2397,0.76
1397,2398,0.76
1398,2399,0.76
1399,2400,1.97
1400,2401,3.1
1401,2402,1.97
1402,2403,1.97
1403,2404,1.97
1404,2405,1.97
1405,2406,1.97
1406,2407,1.97
1407,2408,1.97
1408,2409,1.97
1409,2410,1.97
1410,2411,4.55
1411,2412,9.61
1412,2413,4.93
1413,2414,7.84
1414,2415,0.0
1415,2416,9.07
1416,2417,4.11
1417,2418,7.4
1418,2419,3.8
1419,2420,3.89
1420,2421,12.07
1421,2422,4.11
1422,2423,4.11
1423,2424,4.93
1424,2425,3.89
1425,2426,4.51
1426,2427,3.89
1427,2428,7.4
1428,2429,4.93
1429,2430,0.9
1430,2431,4.93
1431,2432,3.89
1432,2433,0.9
1433,2434,4.43
1434,2435,5.92
1435,2436,0.9
1436,2437,4.2
1437,2438,3.89
1438,2439,0.99
1439,2440,0.99
1440,2441,0.99
1441,2442,0.99
1442,2443,0.99
1443,2444,0.84
1444,2445,0.99
1445,2446,0.99
1446,2447,0.99
1447,2448,1.12
1448,2449,2.8
1449,2450,2.0
1450,2451,4.03
1451,2452,0.99
1452,2453,2.82
1453,2454,2.25
1454,2455,0.89
1455,2456,7.89
1456,2457,5.92
1457,2458,0.16
1458,2459,3.02
1459,2460,3.02
1460,2461,1.26
1461,2462,3.89
1462,2463,4.22
1463,2464,5.64
1464,2465,3.02
1465,2466,1.67
1466,2467,2.29
1467,2468,3.54
1468,2469,1.4
1469,2470,1.67
1470,2471,9.61
1471,2472,0.9
1472,2473,3.66
1473,2474,2.29
1474,2475,13.15
1475,2476,1.67
1476,2477,1.67
1477,2478,1.67
1478,2479,1.2
1479,2480,4.29
1480,2481,4.56
1481,2482,4.93
1482,2483,1.67
1483,2484,7.05
1484,2485,2.82
1485,2486,6.02
1486,2487,4.56
1487,2488,3.89
1488,2489,4.79
1489,2490,0.16
1490,2491,4.51
1491,2492,2.0
1492,2493,1.61
1493,2494,1.67
1494,2495,0.91
1495,2496,3.89
1496,2497,2.82
1497,2498,1.67
