,id,rating,number_of_ratings
457,1458,,0
458,1459,,0
459,1460,,0
460,1461,,0
461,1462,,0
462,1463,,0
463,1464,,0
464,1465,,0
465,1466,,0
466,1467,,0
467,1468,,0
468,1469,,0
469,1470,,0
470,1471,,0
471,1472,,0
472,1473,5.0,6
473,1474,,0
474,1475,,0
475,1476,,0
476,1477,,0
477,1478,,0
478,1479,,0
479,1480,,0
480,1481,,0
481,1482,,0
482,1483,,0
483,1484,,0
484,1485,,0
485,1486,5.0,5
486,1487,4.5,15
487,1488,4.5,11
488,1489,,0
489,1490,,0
490,1491,,0
491,1492,,0
492,1493,,0
493,1494,,0
494,1495,,0
495,1496,,0
496,1497,,0
497,1498,,0
498,1499,,0
499,1500,,0
500,1501,,0
501,1502,,0
502,1503,,0
503,1504,,0
504,1505,,0
505,1506,,0
506,1507,,0
507,1508,,0
508,1509,,0
509,1510,,0
510,1511,,0
511,1512,,0
512,1513,,0
513,1514,,0
514,1515,,0
515,1516,,0
516,1517,,0
517,1518,,0
518,1519,,0
519,1520,,0
520,1521,,0
521,1522,,0
522,1523,,0
523,1524,,0
524,1525,,0
525,1526,,0
526,1527,5.0,3
527,1528,5.0,3
528,1529,4.5,9
529,1530,4.5,4
530,1531,5.0,0
531,1532,5.0,3
532,1533,5.0,7
533,1534,5.0,4
534,1535,5.0,5
535,1536,,0
536,1537,,0
537,1538,,0
538,1539,,0
539,1540,,0
540,1541,,0
541,1542,,0
542,1543,,0
543,1544,,0
544,1545,,0
545,1546,,0
546,1547,,0
547,1548,,0
548,1549,,0
549,1550,,0
550,1551,,0
551,1552,,0
552,1553,,0
553,1554,,0
554,1555,,0
555,1556,,0
556,1557,,0
557,1558,,0
558,1559,,0
559,1560,,0
560,1561,,0
561,1562,,0
562,1563,,0
563,1564,,0
564,1565,,0
565,1566,,0
566,1567,,0
567,1568,,0
568,1569,,0
569,1570,,0
570,1571,,0
571,1572,,0
572,1573,,0
573,1574,,0
574,1575,,0
575,1576,,0
576,1577,,0
577,1578,,0
578,1579,,0
579,1580,,0
580,1581,,0
581,1582,,0
582,1583,,0
583,1584,,0
584,1585,,0
585,1586,,0
586,1587,,0
587,1588,,0
588,1589,,0
589,1590,,0
590,1591,,0
591,1592,,0
592,1593,,0
593,1594,,0
594,1595,,0
595,1596,,0
596,1597,,0
597,1598,,0
598,1599,,0
599,1600,,0
600,1601,,0
601,1602,,0
602,1603,,0
603,1604,,0
604,1605,,0
605,1606,,0
606,1607,,0
607,1608,,0
608,1609,,0
609,1610,,0
610,1611,,0
611,1612,,0
612,1613,,0
613,1614,,0
614,1615,,0
615,1616,,0
616,1617,,0
617,1618,,0
618,1619,,0
619,1620,,0
620,1621,,0
621,1622,,0
622,1623,,0
623,1624,,0
624,1625,,0
625,1626,,0
626,1627,,0
627,1628,,0
628,1629,,0
629,1630,,0
630,1631,,0
631,1632,,0
632,1633,,0
633,1634,,0
634,1635,,0
635,1636,,0
636,1637,,0
637,1638,,0
638,1639,,0
639,1640,,0
640,1641,,0
641,1642,,0
642,1643,,0
643,1644,,0
644,1645,,0
645,1646,,0
646,1647,,0
647,1648,,0
648,1649,,0
649,1650,,0
650,1651,,0
651,1652,,0
652,1653,,0
653,1654,,0
654,1655,,0
655,1656,,0
656,1657,,0
657,1658,,0
658,1659,,0
659,1660,,0
660,1661,,0
661,1662,,0
662,1663,,0
663,1664,,0
664,1665,,0
665,1666,,0
666,1667,,0
667,1668,,0
668,1669,,0
669,1670,,0
670,1671,,0
671,1672,,0
672,1673,,0
673,1674,,0
674,1675,,0
675,1676,,0
676,1677,,0
677,1678,,0
678,1679,,0
679,1680,,0
680,1681,,0
681,1682,,0
682,1683,,0
683,1684,,0
684,1685,,0
685,1686,,0
686,1687,,0
687,1688,,0
688,1689,,0
689,1690,,0
690,1691,,0
691,1692,,0
692,1693,,0
693,1694,,0
694,1695,,0
695,1696,,0
696,1697,,0
697,1698,,0
698,1699,,0
699,1700,,0
700,1701,,0
701,1702,,0
702,1703,,0
703,1704,,0
704,1705,,0
705,1706,,0
706,1707,,0
707,1708,,0
708,1709,,0
709,1710,,0
710,1711,,0
711,1712,,0
712,1713,,0
713,1714,,0
714,1715,5.0,0
715,1716,,0
716,1717,,0
717,1718,,0
718,1719,,0
719,1720,,0
720,1721,,0
721,1722,,0
722,1723,,0
723,1724,,0
724,1725,,0
725,1726,,0
726,1727,,0
727,1728,,0
728,1729,,0
729,1730,,0
730,1731,,0
731,1732,,0
732,1733,,0
733,1734,,0
734,1735,,0
735,1736,,0
736,1737,,0
737,1738,,0
738,1739,,0
739,1740,,0
740,1741,,0
741,1742,,0
742,1743,,0
743,1744,,0
744,1745,,0
745,1746,,0
746,1747,,0
747,1748,,0
748,1749,,0
749,1750,,0
750,1751,,0
751,1752,,0
752,1753,,0
753,1754,,0
754,1755,,0
755,1756,,0
756,1757,,0
757,1758,,0
758,1759,,0
759,1760,,0
760,1761,,0
761,1762,,0
762,1763,,0
763,1764,,0
764,1765,,0
765,1766,,0
766,1767,,0
767,1768,,0
768,1769,,0
769,1770,,0
770,1771,,0
771,1772,,0
772,1773,,0
773,1774,,0
774,1775,,0
775,1776,,0
776,1777,,0
777,1778,,0
778,1779,,0
779,1780,,0
780,1781,,0
781,1782,,0
782,1783,,0
783,1784,,0
784,1785,,0
785,1786,,0
786,1787,,0
787,1788,,0
788,1789,,0
789,1790,,0
790,1791,,0
791,1792,,0
792,1793,,0
793,1794,,0
794,1795,,0
795,1796,,0
796,1797,,0
797,1798,,0
798,1799,,0
799,1800,,0
800,1801,,0
801,1802,,0
802,1803,,0
803,1804,,0
804,1805,,0
805,1806,,0
806,1807,,0
807,1808,,0
808,1809,,0
809,1810,,0
810,1811,,0
811,1812,,0
812,1813,,0
813,1814,,0
814,1815,,0
815,1816,,0
816,1817,,0
817,1818,,0
818,1819,,0
819,1820,,0
820,1821,,0
821,1822,,0
822,1823,,0
823,1824,,0
824,1825,,0
825,1826,,0
826,1827,,0
827,1828,,0
828,1829,,0
829,1830,,0
830,1831,,0
831,1832,,0
832,1833,,0
833,1834,,0
834,1835,,0
835,1836,,0
836,1837,,0
837,1838,,0
838,1839,,0
839,1840,,0
840,1841,,0
841,1842,,0
842,1843,,0
843,1844,,0
844,1845,,0
845,1846,,0
846,1847,,0
847,1848,,0
848,1849,,0
849,1850,,0
850,1851,,0
851,1852,,0
852,1853,,0
853,1854,,0
854,1855,,0
855,1856,,0
856,1857,,0
857,1858,,0
858,1859,,0
859,1860,,0
860,1861,,0
861,1862,5.0,8
862,1863,5.0,0
863,1864,4.0,9
864,1865,5.0,5
865,1866,5.0,5
866,1867,5.0,2
867,1868,,0
868,1869,5.0,2
869,1870,,0
870,1871,,0
871,1872,4.0,4
872,1873,4.0,5
873,1874,5.0,5
874,1875,4.5,7
875,1876,5.0,0
876,1877,,0
877,1878,5.0,8
878,1879,,0
879,1880,,0
880,1881,5.0,14
881,1882,5.0,4
882,1883,5.0,0
883,1884,5.0,0
884,1885,5.0,3
885,1886,4.5,6
886,1887,5.0,4
887,1888,5.0,2
888,1889,,0
889,1890,4.0,0
890,1891,,0
891,1892,5.0,2
892,1893,5.0,2
893,1894,5.0,3
894,1895,,0
895,1896,,0
896,1897,5.0,0
897,1898,5.0,2
898,1899,,0
899,1900,5.0,0
900,1901,5.0,0
901,1902,5.0,0
902,1903,5.0,2
903,1904,4.0,0
904,1905,,0
905,1906,,0
906,1907,,0
907,1908,,0
908,1909,,0
909,1910,4.5,2
910,1911,,0
911,1912,,0
912,1913,,0
913,1914,,0
914,1915,3.0,0
915,1916,5.0,0
916,1917,,0
917,1918,5.0,0
918,1919,,0
919,1920,,0
920,1921,,0
921,1922,,0
922,1923,4.0,2
923,1924,,0
924,1925,,0
925,1926,,0
926,1927,,0
927,1928,5.0,0
928,1929,,0
929,1930,,0
930,1931,5.0,0
931,1932,5.0,0
932,1933,,0
933,1934,4.5,10
934,1935,5.0,7
935,1936,5.0,0
936,1937,,0
937,1938,,0
938,1939,,0
939,1940,4.0,0
940,1941,4.5,2
941,1942,5.0,2
942,1943,5.0,6
943,1944,,0
944,1945,5.0,2
945,1946,,0
946,1947,,0
947,1948,,0
948,1949,,0
949,1950,,0
950,1951,,0
951,1952,,0
952,1953,,0
953,1954,,0
954,1955,,0
955,1956,,0
956,1957,,0
957,1958,,0
958,1959,,0
959,1960,,0
960,1961,,0
961,1962,,0
962,1963,5.0,0
963,1964,5.0,4
964,1965,,0
965,1966,5.0,0
966,1967,,0
967,1968,4.0,0
968,1969,5.0,0
969,1970,5.0,0
970,1971,,0
971,1972,4.5,2
972,1973,5.0,6
973,1974,,0
974,1975,4.0,0
975,1976,,0
976,1977,,0
977,1978,,0
978,1979,5.0,2
979,1980,5.0,2
980,1981,5.0,8
981,1982,5.0,2
982,1983,,0
983,1984,4.0,4
984,1985,4.5,2
985,1986,,0
986,1987,5.0,2
987,1988,,0
988,1989,,0
989,1990,,0
990,1991,4.5,3
991,1992,5.0,0
992,1993,5.0,4
993,1994,5.0,4
994,1995,,0
995,1996,5.0,2
996,1997,,0
997,1998,,0
998,1999,,0
999,2000,,0
1000,2001,5.0,0
1001,2002,,0
1002,2003,,0
1003,2004,,0
1004,2005,,0
1005,2006,5.0,0
1006,2007,,0
1007,2008,,0
1008,2009,,0
1009,2010,5.0,4
1010,2011,5.0,4
1011,2012,4.5,5
1012,2013,5.0,2
1013,2014,,0
1014,2015,4.5,3
1015,2016,,0
1016,2017,5.0,6
1017,2018,5.0,0
1018,2019,,0
1019,2020,,0
1020,2021,,0
1021,2022,5.0,2
1022,2023,5.0,4
1023,2024,,0
1024,2025,,0
1025,2026,,0
1026,2027,,0
1027,2028,5.0,3
1028,2029,,0
1029,2030,5.0,6
1030,2031,,0
1031,2032,,0
1032,2033,4.5,7
1033,2034,4.5,3
1034,2035,4.5,6
1035,2036,,0
1036,2037,5.0,0
1037,2038,5.0,0
1038,2039,4.0,0
1039,2040,4.5,2
1040,2041,3.5,2
1041,2042,4.5,12
1042,2043,,0
1043,2044,4.5,2
1044,2045,,0
1045,2046,4.5,6
1046,2047,,0
1047,2048,,0
1048,2049,,0
1049,2050,,0
1050,2051,,0
1051,2052,,0
1052,2053,,0
1053,2054,,0
1054,2055,,0
1055,2056,,0
1056,2057,,0
1057,2058,,0
1058,2059,,0
1059,2060,,0
1060,2061,,0
1061,2062,,0
1062,2063,5.0,9
1063,2064,4.5,6
1064,2065,,0
1065,2066,,0
1066,2067,4.0,0
1067,2068,5.0,12
1068,2069,5.0,4
1069,2070,,0
1070,2071,,0
1071,2072,,0
1072,2073,,0
1073,2074,,0
1074,2075,,0
1075,2076,,0
1076,2077,,0
1077,2078,,0
1078,2079,,0
1079,2080,,0
1080,2081,,0
1081,2082,,0
1082,2083,,0
1083,2084,,0
1084,2085,,0
1085,2086,,0
1086,2087,,0
1087,2088,,0
1088,2089,,0
1089,2090,,0
1090,2091,,0
1091,2092,,0
1092,2093,,0
1093,2094,,0
1094,2095,,0
1095,2096,,0
1096,2097,,0
1097,2098,,0
1098,2099,,0
1099,2100,,0
1100,2101,,0
1101,2102,,0
1102,2103,,0
1103,2104,,0
1104,2105,,0
1105,2106,,0
1106,2107,,0
1107,2108,,0
1108,2109,,0
1109,2110,,0
1110,2111,,0
1111,2112,,0
1112,2113,,0
1113,2114,,0
1114,2115,,0
1115,2116,,0
1116,2117,,0
1117,2118,,0
1118,2119,,0
1119,2120,,0
1120,2121,,0
1121,2122,,0
1122,2123,,0
1123,2124,,0
1124,2125,,0
1125,2126,,0
1126,2127,,0
1127,2128,,0
1128,2129,5.0,0
1129,2130,4.5,2
1130,2131,,0
1131,2132,5.0,0
1132,2133,,0
1133,2134,,0
1134,2135,3.0,0
1135,2136,,0
1136,2137,,0
1137,2138,,0
1138,2139,,0
1139,2140,,0
1140,2141,,0
1141,2142,,0
1142,2143,5.0,0
1143,2144,3.0,0
1144,2145,,0
1145,2146,5.0,3
1146,2147,,0
1147,2148,4.5,3
1148,2149,,0
1149,2150,,0
1150,2151,,0
1151,2152,,0
1152,2153,,0
1153,2154,,0
1154,2155,,0
1155,2156,5.0,0
1156,2157,,0
1157,2158,,0
1158,2159,,0
1159,2160,,0
1160,2161,,0
1161,2162,,0
1162,2163,,0
1163,2164,,0
1164,2165,,0
1165,2166,,0
1166,2167,,0
1167,2168,,0
1168,2169,,0
1169,2170,,0
1170,2171,,0
1171,2172,,0
1172,2173,,0
1173,2174,,0
1174,2175,,0
1175,2176,,0
1176,2177,,0
1177,2178,,0
1178,2179,,0
1179,2180,,0
1180,2181,,0
1181,2182,,0
1182,2183,,0
1183,2184,,0
1184,2185,,0
1185,2186,,0
1186,2187,,0
1187,2188,,0
1188,2189,,0
1189,2190,,0
1190,2191,,0
1191,2192,,0
1192,2193,,0
1193,2194,,0
1194,2195,,0
1195,2196,,0
1196,2197,,0
1197,2198,,0
1198,2199,,0
1199,2200,,0
1200,2201,,0
1201,2202,,0
1202,2203,,0
1203,2204,,0
1204,2205,,0
1205,2206,,0
1206,2207,,0
1207,2208,,0
1208,2209,4.5,4
1209,2210,,0
1210,2211,,0
1211,2212,,0
1212,2213,,0
1213,2214,,0
1214,2215,,0
1215,2216,,0
1216,2217,,0
1217,2218,,0
1218,2219,,0
1219,2220,,0
1220,2221,,0
1221,2222,,0
1222,2223,,0
1223,2224,,0
1224,2225,,0
1225,2226,,0
1226,2227,,0
1227,2228,,0
1228,2229,,0
1229,2230,,0
1230,2231,,0
1231,2232,,0
1232,2233,,0
1233,2234,,0
1234,2235,,0
1235,2236,,0
1236,2237,,0
1237,2238,,0
1238,2239,,0
1239,2240,,0
1240,2241,,0
1241,2242,,0
1242,2243,,0
1243,2244,,0
1244,2245,,0
1245,2246,,0
1246,2247,,0
1247,2248,,0
1248,2249,,0
1249,2250,,0
1250,2251,,0
1251,2252,,0
1252,2253,,0
1253,2254,,0
1254,2255,,0
1255,2256,,0
1256,2257,,0
1257,2258,,0
1258,2259,,0
1259,2260,,0
1260,2261,,0
1261,2262,,0
1262,2263,,0
1263,2264,,0
1264,2265,,0
1265,2266,,0
1266,2267,,0
1267,2268,5.0,0
1268,2269,,0
1269,2270,5.0,2
1270,2271,5.0,3
1271,2272,5.0,3
1272,2273,5.0,2
1273,2274,,0
1274,2275,,0
1275,2276,,0
1276,2277,5.0,2
1277,2278,5.0,2
1278,2279,5.0,0
1279,2280,5.0,0
1280,2281,,0
1281,2282,,0
1282,2283,5.0,2
1283,2284,,0
1284,2285,5.0,2
1285,2286,5.0,0
1286,2287,,0
1287,2288,,0
1288,2289,,0
1289,2290,,0
1290,2291,,0
1291,2292,,0
1292,2293,,0
1293,2294,,0
1294,2295,,0
1295,2296,,0
1296,2297,,0
1297,2298,,0
1298,2299,,0
1299,2300,,0
1300,2301,5.0,0
1301,2302,,0
1302,2303,,0
1303,2304,,0
1304,2305,,0
1305,2306,,0
1306,2307,,0
1307,2308,,0
1308,2309,,0
1309,2310,,0
1310,2311,,0
1311,2312,,0
1312,2313,,0
1313,2314,,0
1314,2315,,0
1315,2316,,0
1316,2317,,0
1317,2318,,0
1318,2319,,0
1319,2320,,0
1320,2321,,0
1321,2322,,0
1322,2323,,0
1323,2324,,0
1324,2325,,0
1325,2326,,0
1326,2327,,0
1327,2328,,0
1328,2329,,0
1329,2330,,0
1330,2331,,0
1331,2332,,0
1332,2333,,0
1333,2334,,0
1334,2335,,0
1335,2336,,0
1336,2337,,0
1337,2338,,0
1338,2339,,0
1339,2340,,0
1340,2341,,0
1341,2342,,0
1342,2343,,0
1343,2344,,0
1344,2345,,0
1345,2346,,0
1346,2347,,0
1347,2348,,0
1348,2349,,0
1349,2350,,0
1350,2351,,0
1351,2352,,0
1352,2353,,0
1353,2354,,0
1354,2355,,0
1355,2356,,0
1356,2357,,0
1357,2358,,0
1358,2359,5.0,0
1359,2360,,0
1360,2361,,0
1361,2362,,0
1362,2363,,0
1363,2364,,0
1364,2365,,0
1365,2366,,0
1366,2367,5.0,0
1367,2368,,0
1368,2369,,0
1369,2370,,0
1370,2371,,0
1371,2372,,0
1372,2373,,0
1373,2374,,0
1374,2375,,0
1375,2376,,0
1376,2377,,0
1377,2378,,0
1378,2379,,0
1379,2380,,0
1380,2381,,0
1381,2382,,0
1382,2383,,0
1383,2384,,0
1384,2385,,0
1385,2386,,0
1386,2387,,0
1387,2388,,0
1388,2389,5.0,0
1389,2390,5.0,0
1390,2391,,0
1391,2392,,0
1392,2393,,0
1393,2394,,0
1394,2395,,0
1395,2396,,0
1396,2397,,0
1397,2398,,0
1398,2399,,0
1399,2400,,0
1400,2401,,0
1401,2402,,0
1402,2403,,0
1403,2404,,0
1404,2405,,0
1405,2406,,0
1406,2407,,0
1407,2408,,0
1408,2409,,0
1409,2410,,0
1410,2411,,0
1411,2412,5.0,81
1412,2413,5.0,4
1413,2414,4.5,57
1414,2415,4.5,91
1415,2416,4.5,20
1416,2417,4.5,100
1417,2418,4.5,31
1418,2419,4.5,51
1419,2420,4.5,3
1420,2421,5.0,3
1421,2422,4.5,26
1422,2423,5.0,32
1423,2424,4.5,11
1424,2425,4.5,3
1425,2426,5.0,4
1426,2427,5.0,9
1427,2428,3.5,3
1428,2429,4.0,11
1429,2430,4.5,9
1430,2431,,0
1431,2432,,0
1432,2433,4.0,4
1433,2434,,0
1434,2435,4.5,3
1435,2436,5.0,6
1436,2437,,0
1437,2438,4.5,6
1438,2439,,0
1439,2440,,0
1440,2441,,0
1441,2442,,0
1442,2443,,0
1443,2444,,0
1444,2445,,0
1445,2446,,0
1446,2447,,0
1447,2448,,0
1448,2449,,0
1449,2450,,0
1450,2451,,0
1451,2452,,0
1452,2453,,0
1453,2454,,0
1454,2455,,0
1455,2456,,0
1456,2457,,0
1457,2458,,0
1458,2459,,0
1459,2460,,0
1460,2461,,0
1461,2462,4.0,4
1462,2463,,0
1463,2464,,0
1464,2465,,0
1465,2466,4.5,2
1466,2467,4.5,4
1467,2468,4.0,7
1468,2469,,0
1469,2470,,0
1470,2471,,0
1471,2472,5.0,2
1472,2473,5.0,2
1473,2474,5.0,0
1474,2475,,0
1475,2476,,0
1476,2477,,0
1477,2478,,0
1478,2479,,0
1479,2480,3.0,0
1480,2481,,0
1481,2482,,0
1482,2483,5.0,0
1483,2484,,0
1484,2485,,0
1485,2486,,0
1486,2487,,0
1487,2488,,0
1488,2489,,0
1489,2490,5.0,0
1490,2491,4.5,3
1491,2492,,0
1492,2493,,0
1493,2494,4.0,0
1494,2495,4.5,6
1495,2496,,0
1496,2497,,0
1497,2498,,0
1498,2499,,0
1499,2500,,0
1500,2501,,0
1501,2502,,0
1502,2503,,0
1503,2504,,0
1504,2505,,0
1505,2506,,0
1506,2507,,0
1507,2508,,0
1508,2509,,0
1509,2510,,0
1510,2511,,0
1511,2512,,0
1512,2513,,0
1513,2514,,0
1514,2515,,0
1515,2516,,0
1516,2517,,0
1517,2518,,0
1518,2519,,0
1519,2520,5.0,2
1520,2521,4.0,8
1521,2522,,0
1522,2523,,0
1523,2524,,0
1524,2525,,0
1525,2526,,0
1526,2527,,0
1527,2528,,0
1528,2529,,0
1529,2530,,0
1530,2531,,0
1531,2532,,0
1532,2533,,0
1533,2534,,0
1534,2535,,0
1535,2536,,0
1536,2537,,0
1537,2538,,0
1538,2539,,0
1539,2540,,0
1540,2541,,0
1541,2542,,0
1542,2543,,0
1543,2544,,0
1544,2545,,0
1545,2546,,0
1546,2547,,0
1547,2548,,0
1548,2549,,0
1549,2550,,0
1550,2551,,0
1551,2552,,0
1552,2553,4.5,2
1553,2554,,0
